word,score
Below,0.001922607421875
are,0.000812530517578125
two,0.00225830078125
examples,0.00077056884765625
of,0.0004291534423828125
how,0.000774383544921875
to,0.001922607421875
structure,0.0010528564453125
creative,0.0035858154296875
fairy,0.01123046875
tales,0.01904296875
combining,0.002166748046875
different,0.002105712890625
genres,0.031982421875
:ĊĊExample,0.011058807373046875
1,0.0008563995361328125
:,0.006500244140625
A,0.0208740234375
cyberpunk,0.02276611328125
-fantasy,0.00604248046875
tale,0.026123046875
about,0.0078125
a,0.028564453125
magical,0.037841796875
hacker,0.002899169921875
who,0.01422119140625
reprograms,0.0101318359375
dreams,0.03759765625
in,0.000316619873046875
a,0.000904083251953125
neon,0.002777099609375
-lit,0.004105567932128906
forest,0.0033111572265625
.ĊExample,0.045299530029296875
2,0.0061969757080078125
:,0.00142669677734375
A,0.00029754638671875
noir,0.00616455078125
-folklore,0.003398895263671875
story,0.003204345703125
in,0.000621795654296875
which,0.002960205078125
a,0.00750732421875
cursed,0.00933837890625
detective,0.0162353515625
solves,0.00176239013671875
ghost,0.00421142578125
crimes,0.00099945068359375
in,0.0012054443359375
a,0.0019073486328125
forgotten,0.0016021728515625
village,0.0224609375
.ĊĊNow,0.011566162109375
",",0.000804901123046875
using,0.003204345703125
the,0.00107574462890625
same,0.0020294189453125
creative,0.01904296875
format,0.006439208984375
and,0.006683349609375
narrative,0.0030059814453125
balance,0.00164794921875
",",0.0181884765625
write,0.006439208984375
a,0.00750732421875
new,0.003997802734375
fairy,0.05810546875
tale,0.004241943359375
based,0.002288818359375
on,0.0003299713134765625
the,0.0031585693359375
two,0.004486083984375
genres,0.00592041015625
provided,0.00299072265625
.,0.0289306640625
Blend,0.00628662109375
the,0.007659912109375
styles,0.004913330078125
meaningfully,0.01214599609375
and,0.007568359375
maintain,0.000621795654296875
the,0.0019683837890625
tone,0.0023345947265625
of,0.00151824951171875
a,0.0007476806640625
cohesive,0.00469970703125
and,0.0023956298828125
well,0.0006256103515625
-written,0.005103111267089844
story,0.01361083984375
.ĊĊThe,0.1118011474609375
fairy,0.03466796875
tale,0.03955078125
will,0.01318359375
mix,0.00762939453125
the,0.003143310546875
two,0.00537109375
following,0.01397705078125
genres,0.0069580078125
:,0.009033203125
crime,0.02587890625
+,0.0560302734375
fantasy,0.04150390625
